"","YEAR","MONTH","TEMPERATURE","CITY","DATE"
"2332",2001,"OCT",999.9,"Bucaramanga",2001-10-01
"2333",2002,"OCT",21.8,"Bucaramanga",2002-10-01
"2334",2003,"OCT",21.2,"Bucaramanga",2003-10-01
"2335",2004,"OCT",999.9,"Bucaramanga",2004-10-01
"2336",2005,"OCT",21.1,"Bucaramanga",2005-10-01
"2337",2006,"OCT",21.6,"Bucaramanga",2006-10-01
"2338",2007,"OCT",20.7,"Bucaramanga",2007-10-01
"2339",2008,"OCT",21.1,"Bucaramanga",2008-10-01
"2340",2009,"OCT",21.7,"Bucaramanga",2009-10-01
"2341",2010,"OCT",21,"Bucaramanga",2010-10-01
"2342",2011,"OCT",20.5,"Bucaramanga",2011-10-01
"2343",2012,"OCT",21.3,"Bucaramanga",2012-10-01
"2344",2013,"OCT",21.4,"Bucaramanga",2013-10-01
"2345",2014,"OCT",21.3,"Bucaramanga",2014-10-01
"2346",2015,"OCT",999.9,"Bucaramanga",2015-10-01
"2347",1977,"NOV",20.8,"Bucaramanga",1977-11-01
"2348",1978,"NOV",21.1,"Bucaramanga",1978-11-01
"2349",1979,"NOV",20.6,"Bucaramanga",1979-11-01
"2350",1980,"NOV",20.8,"Bucaramanga",1980-11-01
"2351",1981,"NOV",20.9,"Bucaramanga",1981-11-01
"2352",1982,"NOV",21.1,"Bucaramanga",1982-11-01
"2353",1983,"NOV",21.4,"Bucaramanga",1983-11-01
"2354",1984,"NOV",20.1,"Bucaramanga",1984-11-01
"2355",1985,"NOV",20.5,"Bucaramanga",1985-11-01
"2356",1986,"NOV",20.7,"Bucaramanga",1986-11-01
"2357",1987,"NOV",21.5,"Bucaramanga",1987-11-01
"2358",1988,"NOV",20.5,"Bucaramanga",1988-11-01
"2359",1989,"NOV",21.2,"Bucaramanga",1989-11-01
"2360",1990,"NOV",21.2,"Bucaramanga",1990-11-01
"2361",1991,"NOV",20.8,"Bucaramanga",1991-11-01
"2362",1992,"NOV",21.2,"Bucaramanga",1992-11-01
"2363",1993,"NOV",999.9,"Bucaramanga",1993-11-01
"2364",1994,"NOV",21.1,"Bucaramanga",1994-11-01
"2365",1995,"NOV",20.6,"Bucaramanga",1995-11-01
"2366",1996,"NOV",21,"Bucaramanga",1996-11-01
"2367",1997,"NOV",21.7,"Bucaramanga",1997-11-01
"2368",1998,"NOV",20.9,"Bucaramanga",1998-11-01
"2369",1999,"NOV",20.5,"Bucaramanga",1999-11-01
"2370",2000,"NOV",20.7,"Bucaramanga",2000-11-01
"2371",2001,"NOV",999.9,"Bucaramanga",2001-11-01
"2372",2002,"NOV",21.7,"Bucaramanga",2002-11-01
"2373",2003,"NOV",21.6,"Bucaramanga",2003-11-01
"2374",2004,"NOV",21.1,"Bucaramanga",2004-11-01
"2375",2005,"NOV",20.8,"Bucaramanga",2005-11-01
"2376",2006,"NOV",21.3,"Bucaramanga",2006-11-01
"2377",2007,"NOV",21.3,"Bucaramanga",2007-11-01
"2378",2008,"NOV",20.6,"Bucaramanga",2008-11-01
"2379",2009,"NOV",999.9,"Bucaramanga",2009-11-01
"2380",2010,"NOV",20.2,"Bucaramanga",2010-11-01
"2381",2011,"NOV",20.6,"Bucaramanga",2011-11-01
"2382",2012,"NOV",21.6,"Bucaramanga",2012-11-01
"2383",2013,"NOV",21,"Bucaramanga",2013-11-01
"2384",2014,"NOV",21.2,"Bucaramanga",2014-11-01
"2385",2015,"NOV",999.9,"Bucaramanga",2015-11-01
"2386",1977,"DEC",21.4,"Bucaramanga",1977-12-01
"2387",1978,"DEC",20.7,"Bucaramanga",1978-12-01
"2388",1979,"DEC",20.8,"Bucaramanga",1979-12-01
"2389",1980,"DEC",20.7,"Bucaramanga",1980-12-01
"2390",1981,"DEC",21.3,"Bucaramanga",1981-12-01
"2391",1982,"DEC",21.4,"Bucaramanga",1982-12-01
"2392",1983,"DEC",20.8,"Bucaramanga",1983-12-01
"2393",1984,"DEC",21,"Bucaramanga",1984-12-01
"2394",1985,"DEC",20.8,"Bucaramanga",1985-12-01
"2395",1986,"DEC",20.7,"Bucaramanga",1986-12-01
"2396",1987,"DEC",21,"Bucaramanga",1987-12-01
"2397",1988,"DEC",19.5,"Bucaramanga",1988-12-01
"2398",1989,"DEC",20.7,"Bucaramanga",1989-12-01
"2399",1990,"DEC",21,"Bucaramanga",1990-12-01
"2400",1991,"DEC",21.8,"Bucaramanga",1991-12-01
"2401",1992,"DEC",22,"Bucaramanga",1992-12-01
"2402",1993,"DEC",21.4,"Bucaramanga",1993-12-01
"2403",1994,"DEC",22.2,"Bucaramanga",1994-12-01
"2404",1995,"DEC",21.8,"Bucaramanga",1995-12-01
"2405",1996,"DEC",21.5,"Bucaramanga",1996-12-01
"2406",1997,"DEC",22.5,"Bucaramanga",1997-12-01
"2407",1998,"DEC",20.1,"Bucaramanga",1998-12-01
"2408",1999,"DEC",20.3,"Bucaramanga",1999-12-01
"2409",2000,"DEC",21.1,"Bucaramanga",2000-12-01
"2410",2001,"DEC",999.9,"Bucaramanga",2001-12-01
"2411",2002,"DEC",22.1,"Bucaramanga",2002-12-01
"2412",2003,"DEC",21.3,"Bucaramanga",2003-12-01
"2413",2004,"DEC",21.3,"Bucaramanga",2004-12-01
"2414",2005,"DEC",20.9,"Bucaramanga",2005-12-01
"2415",2006,"DEC",21.4,"Bucaramanga",2006-12-01
"2416",2007,"DEC",20.8,"Bucaramanga",2007-12-01
"2417",2008,"DEC",20.7,"Bucaramanga",2008-12-01
"2418",2009,"DEC",22,"Bucaramanga",2009-12-01
"2419",2010,"DEC",20.2,"Bucaramanga",2010-12-01
"2420",2011,"DEC",20.7,"Bucaramanga",2011-12-01
"2421",2012,"DEC",21.3,"Bucaramanga",2012-12-01
"2422",2013,"DEC",21.2,"Bucaramanga",2013-12-01
"2423",2014,"DEC",21.5,"Bucaramanga",2014-12-01
"2424",2015,"DEC",999.9,"Bucaramanga",2015-12-01
"2425",1973,"JAN",10.7,"Ipiales",1973-01-01
"2426",1974,"JAN",999.9,"Ipiales",1974-01-01
"2427",1975,"JAN",999.9,"Ipiales",1975-01-01
"2428",1976,"JAN",9.7,"Ipiales",1976-01-01
"2429",1977,"JAN",10.9,"Ipiales",1977-01-01
"2430",1978,"JAN",10.7,"Ipiales",1978-01-01
"2431",1979,"JAN",999.9,"Ipiales",1979-01-01
"2432",1980,"JAN",999.9,"Ipiales",1980-01-01
"2433",1981,"JAN",999.9,"Ipiales",1981-01-01
"2434",1982,"JAN",11.1,"Ipiales",1982-01-01
"2435",1983,"JAN",12.1,"Ipiales",1983-01-01
"2436",1984,"JAN",10.1,"Ipiales",1984-01-01
"2437",1985,"JAN",11,"Ipiales",1985-01-01
"2438",1986,"JAN",11,"Ipiales",1986-01-01
"2439",1987,"JAN",11,"Ipiales",1987-01-01
"2440",1988,"JAN",11.9,"Ipiales",1988-01-01
"2441",1989,"JAN",10.7,"Ipiales",1989-01-01
"2442",1990,"JAN",11.3,"Ipiales",1990-01-01
"2443",1991,"JAN",11.6,"Ipiales",1991-01-01
"2444",1992,"JAN",11.1,"Ipiales",1992-01-01
"2445",1993,"JAN",11.1,"Ipiales",1993-01-01
"2446",1994,"JAN",11,"Ipiales",1994-01-01
"2447",1995,"JAN",11,"Ipiales",1995-01-01
"2448",1996,"JAN",10.9,"Ipiales",1996-01-01
"2449",1997,"JAN",11.2,"Ipiales",1997-01-01
"2450",1998,"JAN",11.9,"Ipiales",1998-01-01
"2451",1999,"JAN",11.3,"Ipiales",1999-01-01
"2452",2000,"JAN",11,"Ipiales",2000-01-01
"2453",2001,"JAN",10.1,"Ipiales",2001-01-01
"2454",2002,"JAN",11.5,"Ipiales",2002-01-01
"2455",2003,"JAN",11.5,"Ipiales",2003-01-01
"2456",2004,"JAN",11.9,"Ipiales",2004-01-01
"2457",2005,"JAN",11.6,"Ipiales",2005-01-01
"2458",2006,"JAN",11.6,"Ipiales",2006-01-01
"2459",2007,"JAN",11.7,"Ipiales",2007-01-01
"2460",2008,"JAN",11.4,"Ipiales",2008-01-01
"2461",2009,"JAN",11.6,"Ipiales",2009-01-01
"2462",2010,"JAN",11.4,"Ipiales",2010-01-01
"2463",2011,"JAN",11.4,"Ipiales",2011-01-01
"2464",2012,"JAN",11.7,"Ipiales",2012-01-01
"2465",2013,"JAN",11.6,"Ipiales",2013-01-01
"2466",2014,"JAN",11.8,"Ipiales",2014-01-01
"2467",2015,"JAN",11.2,"Ipiales",2015-01-01
"2468",1973,"FEB",11,"Ipiales",1973-02-01
"2469",1974,"FEB",999.9,"Ipiales",1974-02-01
"2470",1975,"FEB",10.4,"Ipiales",1975-02-01
"2471",1976,"FEB",10.3,"Ipiales",1976-02-01
"2472",1977,"FEB",999.9,"Ipiales",1977-02-01
"2473",1978,"FEB",11.8,"Ipiales",1978-02-01
"2474",1979,"FEB",999.9,"Ipiales",1979-02-01
"2475",1980,"FEB",999.9,"Ipiales",1980-02-01
"2476",1981,"FEB",999.9,"Ipiales",1981-02-01
"2477",1982,"FEB",11,"Ipiales",1982-02-01
"2478",1983,"FEB",11.5,"Ipiales",1983-02-01
"2479",1984,"FEB",10.7,"Ipiales",1984-02-01
"2480",1985,"FEB",10.6,"Ipiales",1985-02-01
"2481",1986,"FEB",11,"Ipiales",1986-02-01
"2482",1987,"FEB",11.3,"Ipiales",1987-02-01
"2483",1988,"FEB",11.7,"Ipiales",1988-02-01
"2484",1989,"FEB",10.7,"Ipiales",1989-02-01
"2485",1990,"FEB",11.9,"Ipiales",1990-02-01
"2486",1991,"FEB",11.4,"Ipiales",1991-02-01
"2487",1992,"FEB",11.5,"Ipiales",1992-02-01
"2488",1993,"FEB",11.1,"Ipiales",1993-02-01
"2489",1994,"FEB",11.2,"Ipiales",1994-02-01
"2490",1995,"FEB",11.3,"Ipiales",1995-02-01
"2491",1996,"FEB",10.9,"Ipiales",1996-02-01
"2492",1997,"FEB",10.8,"Ipiales",1997-02-01
"2493",1998,"FEB",13.2,"Ipiales",1998-02-01
"2494",1999,"FEB",11.2,"Ipiales",1999-02-01
"2495",2000,"FEB",999.9,"Ipiales",2000-02-01
"2496",2001,"FEB",10.1,"Ipiales",2001-02-01
"2497",2002,"FEB",11.8,"Ipiales",2002-02-01
"2498",2003,"FEB",11.9,"Ipiales",2003-02-01
"2499",2004,"FEB",11.5,"Ipiales",2004-02-01
"2500",2005,"FEB",12.1,"Ipiales",2005-02-01
"2501",2006,"FEB",11.9,"Ipiales",2006-02-01
"2502",2007,"FEB",11.1,"Ipiales",2007-02-01
"2503",2008,"FEB",10.9,"Ipiales",2008-02-01
"2504",2009,"FEB",11.6,"Ipiales",2009-02-01
"2505",2010,"FEB",12.5,"Ipiales",2010-02-01
"2506",2011,"FEB",11.3,"Ipiales",2011-02-01
"2507",2012,"FEB",11.2,"Ipiales",2012-02-01
"2508",2013,"FEB",11.5,"Ipiales",2013-02-01
"2509",2014,"FEB",11.7,"Ipiales",2014-02-01
"2510",2015,"FEB",11.8,"Ipiales",2015-02-01
"2511",1973,"MAR",11.2,"Ipiales",1973-03-01
"2512",1974,"MAR",999.9,"Ipiales",1974-03-01
"2513",1975,"MAR",999.9,"Ipiales",1975-03-01
"2514",1976,"MAR",10.7,"Ipiales",1976-03-01
"2515",1977,"MAR",999.9,"Ipiales",1977-03-01
"2516",1978,"MAR",11.3,"Ipiales",1978-03-01
"2517",1979,"MAR",11.4,"Ipiales",1979-03-01
"2518",1980,"MAR",999.9,"Ipiales",1980-03-01
"2519",1981,"MAR",999.9,"Ipiales",1981-03-01
"2520",1982,"MAR",11.2,"Ipiales",1982-03-01
"2521",1983,"MAR",12.3,"Ipiales",1983-03-01
"2522",1984,"MAR",10.9,"Ipiales",1984-03-01
"2523",1985,"MAR",11.3,"Ipiales",1985-03-01
"2524",1986,"MAR",10.5,"Ipiales",1986-03-01
"2525",1987,"MAR",11.5,"Ipiales",1987-03-01
"2526",1988,"MAR",11.2,"Ipiales",1988-03-01
"2527",1989,"MAR",10.7,"Ipiales",1989-03-01
"2528",1990,"MAR",11.6,"Ipiales",1990-03-01
"2529",1991,"MAR",12,"Ipiales",1991-03-01
"2530",1992,"MAR",11.9,"Ipiales",1992-03-01
"2531",1993,"MAR",10.8,"Ipiales",1993-03-01
"2532",1994,"MAR",11.1,"Ipiales",1994-03-01
"2533",1995,"MAR",11.5,"Ipiales",1995-03-01
"2534",1996,"MAR",11.2,"Ipiales",1996-03-01
"2535",1997,"MAR",11.3,"Ipiales",1997-03-01
"2536",1998,"MAR",12.6,"Ipiales",1998-03-01
"2537",1999,"MAR",11.2,"Ipiales",1999-03-01
"2538",2000,"MAR",11.1,"Ipiales",2000-03-01
"2539",2001,"MAR",11.2,"Ipiales",2001-03-01
"2540",2002,"MAR",11.8,"Ipiales",2002-03-01
"2541",2003,"MAR",11.4,"Ipiales",2003-03-01
"2542",2004,"MAR",11.6,"Ipiales",2004-03-01
"2543",2005,"MAR",11.8,"Ipiales",2005-03-01
"2544",2006,"MAR",11.8,"Ipiales",2006-03-01
"2545",2007,"MAR",11.7,"Ipiales",2007-03-01
"2546",2008,"MAR",11,"Ipiales",2008-03-01
"2547",2009,"MAR",12,"Ipiales",2009-03-01
"2548",2010,"MAR",12.1,"Ipiales",2010-03-01
"2549",2011,"MAR",11.1,"Ipiales",2011-03-01
"2550",2012,"MAR",11.3,"Ipiales",2012-03-01
"2551",2013,"MAR",12,"Ipiales",2013-03-01
"2552",2014,"MAR",11.8,"Ipiales",2014-03-01
"2553",2015,"MAR",999.9,"Ipiales",2015-03-01
"2554",1973,"APR",999.9,"Ipiales",1973-04-01
"2555",1974,"APR",999.9,"Ipiales",1974-04-01
"2556",1975,"APR",10.8,"Ipiales",1975-04-01
"2557",1976,"APR",10.8,"Ipiales",1976-04-01
"2558",1977,"APR",999.9,"Ipiales",1977-04-01
"2559",1978,"APR",11.5,"Ipiales",1978-04-01
"2560",1979,"APR",11.1,"Ipiales",1979-04-01
"2561",1980,"APR",999.9,"Ipiales",1980-04-01
"2562",1981,"APR",999.9,"Ipiales",1981-04-01
"2563",1982,"APR",10.7,"Ipiales",1982-04-01
"2564",1983,"APR",12.2,"Ipiales",1983-04-01
"2565",1984,"APR",10.8,"Ipiales",1984-04-01
"2566",1985,"APR",11.1,"Ipiales",1985-04-01
"2567",1986,"APR",11.4,"Ipiales",1986-04-01
"2568",1987,"APR",11.3,"Ipiales",1987-04-01
"2569",1988,"APR",11.4,"Ipiales",1988-04-01
"2570",1989,"APR",10.9,"Ipiales",1989-04-01
"2571",1990,"APR",11.6,"Ipiales",1990-04-01
"2572",1991,"APR",11.3,"Ipiales",1991-04-01
"2573",1992,"APR",11.7,"Ipiales",1992-04-01
"2574",1993,"APR",11.4,"Ipiales",1993-04-01
"2575",1994,"APR",11,"Ipiales",1994-04-01
"2576",1995,"APR",11.7,"Ipiales",1995-04-01
"2577",1996,"APR",11.3,"Ipiales",1996-04-01
"2578",1997,"APR",11.3,"Ipiales",1997-04-01
"2579",1998,"APR",13.1,"Ipiales",1998-04-01
"2580",1999,"APR",11.1,"Ipiales",1999-04-01
"2581",2000,"APR",11.2,"Ipiales",2000-04-01
"2582",2001,"APR",10.9,"Ipiales",2001-04-01
"2583",2002,"APR",11.4,"Ipiales",2002-04-01
"2584",2003,"APR",11.8,"Ipiales",2003-04-01
"2585",2004,"APR",11.8,"Ipiales",2004-04-01
"2586",2005,"APR",11.9,"Ipiales",2005-04-01
"2587",2006,"APR",11.6,"Ipiales",2006-04-01
"2588",2007,"APR",12,"Ipiales",2007-04-01
"2589",2008,"APR",11.4,"Ipiales",2008-04-01
"2590",2009,"APR",11.7,"Ipiales",2009-04-01
"2591",2010,"APR",999.9,"Ipiales",2010-04-01
"2592",2011,"APR",11.5,"Ipiales",2011-04-01
"2593",2012,"APR",11.4,"Ipiales",2012-04-01
"2594",2013,"APR",11.5,"Ipiales",2013-04-01
"2595",2014,"APR",11.6,"Ipiales",2014-04-01
"2596",2015,"APR",999.9,"Ipiales",2015-04-01
"2597",1973,"MAY",999.9,"Ipiales",1973-05-01
"2598",1974,"MAY",999.9,"Ipiales",1974-05-01
"2599",1975,"MAY",10.3,"Ipiales",1975-05-01
"2600",1976,"MAY",10.5,"Ipiales",1976-05-01
"2601",1977,"MAY",10.6,"Ipiales",1977-05-01
"2602",1978,"MAY",10.9,"Ipiales",1978-05-01
"2603",1979,"MAY",11.1,"Ipiales",1979-05-01
"2604",1980,"MAY",999.9,"Ipiales",1980-05-01
"2605",1981,"MAY",999.9,"Ipiales",1981-05-01
"2606",1982,"MAY",11,"Ipiales",1982-05-01
"2607",1983,"MAY",11.9,"Ipiales",1983-05-01
"2608",1984,"MAY",10.7,"Ipiales",1984-05-01
"2609",1985,"MAY",10.5,"Ipiales",1985-05-01
"2610",1986,"MAY",10.8,"Ipiales",1986-05-01
"2611",1987,"MAY",11.3,"Ipiales",1987-05-01
"2612",1988,"MAY",11.4,"Ipiales",1988-05-01
"2613",1989,"MAY",11,"Ipiales",1989-05-01
"2614",1990,"MAY",11.3,"Ipiales",1990-05-01
"2615",1991,"MAY",11.8,"Ipiales",1991-05-01
"2616",1992,"MAY",11.4,"Ipiales",1992-05-01
"2617",1993,"MAY",11.5,"Ipiales",1993-05-01
"2618",1994,"MAY",11.3,"Ipiales",1994-05-01
"2619",1995,"MAY",11.1,"Ipiales",1995-05-01
"2620",1996,"MAY",11.1,"Ipiales",1996-05-01
"2621",1997,"MAY",11.4,"Ipiales",1997-05-01
"2622",1998,"MAY",12.1,"Ipiales",1998-05-01
"2623",1999,"MAY",10.6,"Ipiales",1999-05-01
"2624",2000,"MAY",11.2,"Ipiales",2000-05-01
"2625",2001,"MAY",11.2,"Ipiales",2001-05-01
"2626",2002,"MAY",11.6,"Ipiales",2002-05-01
"2627",2003,"MAY",11.7,"Ipiales",2003-05-01
"2628",2004,"MAY",11.6,"Ipiales",2004-05-01
"2629",2005,"MAY",11.7,"Ipiales",2005-05-01
"2630",2006,"MAY",11.5,"Ipiales",2006-05-01
"2631",2007,"MAY",11.8,"Ipiales",2007-05-01
"2632",2008,"MAY",999.9,"Ipiales",2008-05-01
"2633",2009,"MAY",11.3,"Ipiales",2009-05-01
"2634",2010,"MAY",999.9,"Ipiales",2010-05-01
"2635",2011,"MAY",11.7,"Ipiales",2011-05-01
"2636",2012,"MAY",10.9,"Ipiales",2012-05-01
"2637",2013,"MAY",11.8,"Ipiales",2013-05-01
"2638",2014,"MAY",11.7,"Ipiales",2014-05-01
"2639",2015,"MAY",999.9,"Ipiales",2015-05-01
"2640",1973,"JUN",999.9,"Ipiales",1973-06-01
"2641",1974,"JUN",999.9,"Ipiales",1974-06-01
"2642",1975,"JUN",9.7,"Ipiales",1975-06-01
"2643",1976,"JUN",9.8,"Ipiales",1976-06-01
"2644",1977,"JUN",10,"Ipiales",1977-06-01
"2645",1978,"JUN",9.8,"Ipiales",1978-06-01
"2646",1979,"JUN",10.1,"Ipiales",1979-06-01
"2647",1980,"JUN",999.9,"Ipiales",1980-06-01
"2648",1981,"JUN",10.1,"Ipiales",1981-06-01
"2649",1982,"JUN",10.4,"Ipiales",1982-06-01
"2650",1983,"JUN",10.7,"Ipiales",1983-06-01
"2651",1984,"JUN",10.4,"Ipiales",1984-06-01
"2652",1985,"JUN",9.9,"Ipiales",1985-06-01
"2653",1986,"JUN",10.2,"Ipiales",1986-06-01
"2654",1987,"JUN",10.9,"Ipiales",1987-06-01
"2655",1988,"JUN",10.7,"Ipiales",1988-06-01
"2656",1989,"JUN",10.5,"Ipiales",1989-06-01
"2657",1990,"JUN",11.1,"Ipiales",1990-06-01
"2658",1991,"JUN",11.2,"Ipiales",1991-06-01
"2659",1992,"JUN",10.9,"Ipiales",1992-06-01
"2660",1993,"JUN",10.6,"Ipiales",1993-06-01
"2661",1994,"JUN",10.5,"Ipiales",1994-06-01
"2662",1995,"JUN",11.1,"Ipiales",1995-06-01
"2663",1996,"JUN",10.5,"Ipiales",1996-06-01
"2664",1997,"JUN",11,"Ipiales",1997-06-01
"2665",1998,"JUN",11.1,"Ipiales",1998-06-01
"2666",1999,"JUN",10.6,"Ipiales",1999-06-01
"2667",2000,"JUN",10.9,"Ipiales",2000-06-01
"2668",2001,"JUN",10.2,"Ipiales",2001-06-01
"2669",2002,"JUN",10.5,"Ipiales",2002-06-01
"2670",2003,"JUN",10.9,"Ipiales",2003-06-01
"2671",2004,"JUN",10.4,"Ipiales",2004-06-01
"2672",2005,"JUN",11.2,"Ipiales",2005-06-01
"2673",2006,"JUN",10.8,"Ipiales",2006-06-01
"2674",2007,"JUN",10.7,"Ipiales",2007-06-01
"2675",2008,"JUN",11.1,"Ipiales",2008-06-01
"2676",2009,"JUN",11.2,"Ipiales",2009-06-01
"2677",2010,"JUN",11.5,"Ipiales",2010-06-01
"2678",2011,"JUN",11.3,"Ipiales",2011-06-01
"2679",2012,"JUN",999.9,"Ipiales",2012-06-01
"2680",2013,"JUN",10.8,"Ipiales",2013-06-01
"2681",2014,"JUN",11,"Ipiales",2014-06-01
"2682",2015,"JUN",999.9,"Ipiales",2015-06-01
"2683",1973,"JUL",999.9,"Ipiales",1973-07-01
"2684",1974,"JUL",999.9,"Ipiales",1974-07-01
"2685",1975,"JUL",8.9,"Ipiales",1975-07-01
"2686",1976,"JUL",999.9,"Ipiales",1976-07-01
"2687",1977,"JUL",9.7,"Ipiales",1977-07-01
"2688",1978,"JUL",9.5,"Ipiales",1978-07-01
"2689",1979,"JUL",999.9,"Ipiales",1979-07-01
"2690",1980,"JUL",999.9,"Ipiales",1980-07-01
"2691",1981,"JUL",9.2,"Ipiales",1981-07-01
"2692",1982,"JUL",9.7,"Ipiales",1982-07-01
"2693",1983,"JUL",9.9,"Ipiales",1983-07-01
"2694",1984,"JUL",9.4,"Ipiales",1984-07-01
"2695",1985,"JUL",8.6,"Ipiales",1985-07-01
"2696",1986,"JUL",9.3,"Ipiales",1986-07-01
"2697",1987,"JUL",10.7,"Ipiales",1987-07-01
"2698",1988,"JUL",10,"Ipiales",1988-07-01
"2699",1989,"JUL",9.8,"Ipiales",1989-07-01
"2700",1990,"JUL",10.1,"Ipiales",1990-07-01
"2701",1991,"JUL",10.3,"Ipiales",1991-07-01
"2702",1992,"JUL",9.5,"Ipiales",1992-07-01
"2703",1993,"JUL",9.9,"Ipiales",1993-07-01
"2704",1994,"JUL",10,"Ipiales",1994-07-01
"2705",1995,"JUL",10.6,"Ipiales",1995-07-01
"2706",1996,"JUL",9.9,"Ipiales",1996-07-01
"2707",1997,"JUL",9.8,"Ipiales",1997-07-01
"2708",1998,"JUL",10.4,"Ipiales",1998-07-01
"2709",1999,"JUL",9.8,"Ipiales",1999-07-01
"2710",2000,"JUL",10.1,"Ipiales",2000-07-01
"2711",2001,"JUL",10.6,"Ipiales",2001-07-01
"2712",2002,"JUL",11,"Ipiales",2002-07-01
"2713",2003,"JUL",10.2,"Ipiales",2003-07-01
"2714",2004,"JUL",10.3,"Ipiales",2004-07-01
"2715",2005,"JUL",10.5,"Ipiales",2005-07-01
"2716",2006,"JUL",10.2,"Ipiales",2006-07-01
"2717",2007,"JUL",10.5,"Ipiales",2007-07-01
"2718",2008,"JUL",10.4,"Ipiales",2008-07-01
"2719",2009,"JUL",10.7,"Ipiales",2009-07-01
"2720",2010,"JUL",11,"Ipiales",2010-07-01
"2721",2011,"JUL",10.4,"Ipiales",2011-07-01
"2722",2012,"JUL",10.3,"Ipiales",2012-07-01
"2723",2013,"JUL",9.9,"Ipiales",2013-07-01
"2724",2014,"JUL",10.4,"Ipiales",2014-07-01
"2725",2015,"JUL",999.9,"Ipiales",2015-07-01
"2726",1973,"AUG",999.9,"Ipiales",1973-08-01
"2727",1974,"AUG",999.9,"Ipiales",1974-08-01
"2728",1975,"AUG",9.4,"Ipiales",1975-08-01
"2729",1976,"AUG",9.1,"Ipiales",1976-08-01
"2730",1977,"AUG",9.7,"Ipiales",1977-08-01
"2731",1978,"AUG",9,"Ipiales",1978-08-01
"2732",1979,"AUG",10.4,"Ipiales",1979-08-01
"2733",1980,"AUG",999.9,"Ipiales",1980-08-01
"2734",1981,"AUG",10.3,"Ipiales",1981-08-01
"2735",1982,"AUG",9.6,"Ipiales",1982-08-01
"2736",1983,"AUG",9.9,"Ipiales",1983-08-01
"2737",1984,"AUG",10,"Ipiales",1984-08-01
"2738",1985,"AUG",9.3,"Ipiales",1985-08-01
"2739",1986,"AUG",9.7,"Ipiales",1986-08-01
"2740",1987,"AUG",10.5,"Ipiales",1987-08-01
"2741",1988,"AUG",10,"Ipiales",1988-08-01
"2742",1989,"AUG",9.9,"Ipiales",1989-08-01
"2743",1990,"AUG",10.1,"Ipiales",1990-08-01
"2744",1991,"AUG",9.3,"Ipiales",1991-08-01
"2745",1992,"AUG",10.2,"Ipiales",1992-08-01
"2746",1993,"AUG",9.9,"Ipiales",1993-08-01
"2747",1994,"AUG",10,"Ipiales",1994-08-01
"2748",1995,"AUG",10.6,"Ipiales",1995-08-01
"2749",1996,"AUG",9.8,"Ipiales",1996-08-01
"2750",1997,"AUG",10.2,"Ipiales",1997-08-01
"2751",1998,"AUG",10.4,"Ipiales",1998-08-01
"2752",1999,"AUG",9.4,"Ipiales",1999-08-01
"2753",2000,"AUG",9.9,"Ipiales",2000-08-01
"2754",2001,"AUG",10,"Ipiales",2001-08-01
"2755",2002,"AUG",10.3,"Ipiales",2002-08-01
"2756",2003,"AUG",10.7,"Ipiales",2003-08-01
"2757",2004,"AUG",10.1,"Ipiales",2004-08-01
"2758",2005,"AUG",10.4,"Ipiales",2005-08-01
"2759",2006,"AUG",10.3,"Ipiales",2006-08-01
"2760",2007,"AUG",10.2,"Ipiales",2007-08-01
"2761",2008,"AUG",10.6,"Ipiales",2008-08-01
"2762",2009,"AUG",11.2,"Ipiales",2009-08-01
"2763",2010,"AUG",10.4,"Ipiales",2010-08-01
"2764",2011,"AUG",10.4,"Ipiales",2011-08-01
"2765",2012,"AUG",10.1,"Ipiales",2012-08-01
"2766",2013,"AUG",10.5,"Ipiales",2013-08-01
"2767",2014,"AUG",9.8,"Ipiales",2014-08-01
"2768",2015,"AUG",999.9,"Ipiales",2015-08-01
"2769",1973,"SEP",999.9,"Ipiales",1973-09-01
"2770",1974,"SEP",999.9,"Ipiales",1974-09-01
"2771",1975,"SEP",9.6,"Ipiales",1975-09-01
"2772",1976,"SEP",9.8,"Ipiales",1976-09-01
"2773",1977,"SEP",9.9,"Ipiales",1977-09-01
"2774",1978,"SEP",10.1,"Ipiales",1978-09-01
"2775",1979,"SEP",10.5,"Ipiales",1979-09-01
"2776",1980,"SEP",999.9,"Ipiales",1980-09-01
"2777",1981,"SEP",9.4,"Ipiales",1981-09-01
"2778",1982,"SEP",11,"Ipiales",1982-09-01
"2779",1983,"SEP",9.8,"Ipiales",1983-09-01
"2780",1984,"SEP",9.9,"Ipiales",1984-09-01
"2781",1985,"SEP",9.9,"Ipiales",1985-09-01
"2782",1986,"SEP",10.1,"Ipiales",1986-09-01
"2783",1987,"SEP",10.8,"Ipiales",1987-09-01
"2784",1988,"SEP",10.5,"Ipiales",1988-09-01
"2785",1989,"SEP",10.2,"Ipiales",1989-09-01
"2786",1990,"SEP",10.8,"Ipiales",1990-09-01
"2787",1991,"SEP",10.8,"Ipiales",1991-09-01
"2788",1992,"SEP",10.6,"Ipiales",1992-09-01
"2789",1993,"SEP",10.4,"Ipiales",1993-09-01
"2790",1994,"SEP",10.4,"Ipiales",1994-09-01
"2791",1995,"SEP",10.6,"Ipiales",1995-09-01
"2792",1996,"SEP",10.2,"Ipiales",1996-09-01
"2793",1997,"SEP",11.1,"Ipiales",1997-09-01
"2794",1998,"SEP",10.9,"Ipiales",1998-09-01
